Acta,resultado aceptable,Digitos,Precision,Caja,Votos CC,Votos MAS
10813,No,|['e', 'e', '4', '5']|,|[54.10356521606445, 54.10356521606445, 98.36715698242188, 98.80873107910156]|,|[[[[82, 8], [96, 23], [88, 30], [75, 13]]], [[[82, 8], [96, 23], [88, 30], [75, 13]]], [[[72, 265], [94, 265], [94, 301], [72, 301]]], [[[126, 265], [154, 265], [154, 304], [126, 304]]]]|,0,45
10814,No,|['T', '5', 'T', '5']|,|[70.38753509521484, 98.02084350585938, 70.38753509521484, 98.02084350585938]|,|[[[[120, 13], [148, 13], [148, 41], [120, 41]]], [[[61, 278], [89, 274], [93, 305], [65, 309]]], [[[120, 13], [148, 13], [148, 41], [120, 41]]], [[[64, 278], [90, 276], [92, 306], [65, 306]]]]|,0,50
10815,No,|['8', '5']|,|[94.08087921142578, 63.83420944213867]|,|[[[[67, 20], [85, 20], [85, 48], [67, 48]]], [[[120, 13], [142, 13], [142, 48], [120, 48]]]]|,85,0
10816,No,|['O', 'O']|,|[78.93522644042969, 78.93522644042969]|,|[[[[11, 272], [40, 272], [40, 299], [11, 299]]], [[[11, 272], [40, 272], [40, 299], [11, 299]]]]|,0,0
10817,No,|['8', '6', 'o', '5', 'g']|,|[95.75515747070312, 96.30269622802734, 56.67867660522461, 99.61114501953125, 68.63227081298828]|,|[[[[74, 17], [94, 17], [94, 40], [74, 40]]], [[[124, 18], [142, 18], [142, 37], [124, 37]]], [[[15, 272], [36, 272], [36, 295], [15, 295]]], [[[72, 272], [88, 272], [88, 299], [72, 299]]], [[[130, 270], [152, 270], [152, 299], [130, 299]]]]|,86,50
10818,No,|['6', '3', '6', '3']|,|[95.07349395751953, 98.81486511230469, 95.07349395751953, 98.81486511230469]|,|[[[[76, 265], [92, 265], [92, 293], [76, 293]]], [[[132, 263], [156, 263], [156, 295], [132, 295]]], [[[76, 265], [92, 265], [92, 293], [76, 293]]], [[[132, 263], [156, 263], [156, 295], [132, 295]]]]|,0,63
10819,No,|['8', '8', 'O', '6']|,|[98.62321472167969, 98.62321472167969, 69.87579345703125, 98.98926544189453]|,|[[[[69, 15], [88, 15], [88, 48], [69, 48]]], [[[69, 15], [88, 15], [88, 48], [69, 48]]], [[[17, 274], [42, 274], [42, 306], [17, 306]]], [[[70, 265], [90, 265], [90, 306], [70, 306]]]]|,80,60
10820,No,|['6', '2', '7', '4']|,|[95.94506072998047, 99.65473175048828, 95.41030883789062, 70.4374008178711]|,|[[[[67, 6], [88, 6], [88, 43], [67, 43]]], [[[120, 5], [146, 5], [146, 43], [120, 43]]], [[[67, 269], [88, 269], [90, 301], [68, 303]]], [[[114, 270], [138, 269], [140, 304], [114, 306]]]]|,62,74
10821,No,|['9', '5', '4', '9']|,|[95.60714721679688, 97.56639862060547, 56.9862060546875, 96.83003234863281]|,|[[[[76, 7], [94, 7], [94, 49], [76, 49]]], [[[118, 6], [150, 6], [150, 46], [118, 46]]], [[[70, 259], [104, 259], [104, 301], [70, 301]]], [[[126, 259], [146, 259], [146, 303], [126, 303]]]]|,95,49
10822,No,|['9', '2', '6', '2']|,|[94.52747344970703, 98.09900665283203, 97.78907012939453, 96.93012237548828]|,|[[[[62, 10], [88, 10], [88, 44], [62, 44]]], [[[112, 7], [146, 6], [148, 48], [112, 49]]], [[[61, 265], [88, 265], [88, 303], [61, 303]]], [[[110, 263], [140, 261], [142, 299], [110, 299]]]]|,92,62
10823,No,|['a', '3', '6', '1']|,|[71.64553833007812, 98.01852416992188, 86.16822814941406, 92.75231170654297]|,|[[[[61, 15], [80, 15], [80, 43], [61, 43]]], [[[114, 11], [136, 11], [138, 47], [114, 48]]], [[[65, 265], [83, 265], [83, 295], [65, 295]]], [[[112, 261], [136, 261], [136, 293], [112, 293]]]]|,3,61
10824,No,|['8', 'H', 'O', '6', '8']|,|[92.80996704101562, 63.52408981323242, 67.14761352539062, 98.76483917236328, 91.91988372802734]|,|[[[[65, 11], [86, 11], [86, 43], [65, 43]]], [[[118, 10], [144, 10], [144, 46], [118, 46]]], [[[15, 274], [40, 274], [40, 301], [15, 301]]], [[[73, 269], [92, 269], [90, 301], [72, 301]]], [[[122, 265], [144, 265], [144, 301], [122, 301]]]]|,80,68
10825,No,|['3', 'a', '4', '3', 'a', '4']|,|[98.07460021972656, 52.51472091674805, 97.77157592773438, 98.07460021972656, 52.51472091674805, 97.77157592773438]|,|[[[[120, 15], [150, 15], [150, 51], [120, 51]]], [[[15, 280], [146, 280], [146, 293], [15, 295]]], [[[74, 272], [96, 272], [96, 301], [74, 301]]], [[[120, 15], [150, 15], [150, 51], [120, 51]]], [[[15, 280], [146, 280], [146, 293], [15, 295]]], [[[74, 272], [96, 272], [96, 301], [74, 301]]]]|,3,40
10826,No,|['S', '6']|,|[87.33979034423828, 95.89111328125]|,|[[[[53, 267], [81, 269], [79, 297], [52, 297]]], [[[116, 257], [142, 257], [142, 299], [116, 299]]]]|,0,6
10827,No,|['L', 'O', '4', '5', '3']|,|[54.820884704589844, 83.33260345458984, 86.83584594726562, 98.30426788330078, 99.1297607421875]|,|[[[[9, 13], [36, 13], [36, 45], [9, 45]]], [[[61, 23], [84, 23], [84, 45], [61, 45]]], [[[110, 15], [134, 15], [136, 46], [112, 46]]], [[[59, 278], [81, 278], [81, 303], [59, 303]]], [[[110, 274], [128, 274], [128, 301], [110, 301]]]]|,4,53
10828,No,|['E', '3', 'O', 'u']|,|[70.65196228027344, 91.21405029296875, 79.20984649658203, 66.8974609375]|,|[[[[59, 15], [84, 15], [84, 40], [59, 40]]], [[[112, 18], [134, 17], [138, 41], [114, 44]]], [[[8, 278], [31, 278], [31, 301], [8, 301]]], [[[63, 280], [81, 280], [81, 295], [63, 295]]]]|,3,0
10829,No,|['g', 'O', '5', 'g', 'O', '5']|,|[89.99070739746094, 67.97872924804688, 99.56212615966797, 89.99070739746094, 67.97872924804688, 99.56212615966797]|,|[[[[118, 13], [136, 13], [136, 44], [118, 44]]], [[[16, 272], [37, 272], [37, 299], [16, 299]]], [[[71, 272], [86, 272], [86, 299], [71, 299]]], [[[118, 13], [136, 13], [136, 44], [118, 44]]], [[[16, 272], [37, 272], [37, 299], [16, 299]]], [[[71, 272], [86, 272], [86, 299], [71, 299]]]]|,0,50
10830,No,|['9', '9', '5', '3']|,|[92.82344818115234, 92.82344818115234, 99.18436431884766, 97.9351577758789]|,|[[[[126, 11], [152, 11], [152, 51], [126, 51]]], [[[126, 11], [152, 11], [152, 51], [126, 51]]], [[[75, 267], [102, 267], [102, 299], [75, 299]]], [[[126, 269], [152, 269], [152, 299], [128, 301]]]]|,9,53
10831,No,|['O', '8', '6', '6', '2']|,|[87.91023254394531, 85.4675521850586, 98.65885162353516, 93.01388549804688, 98.37944030761719]|,|[[[[20, 11], [45, 11], [45, 41], [20, 41]]], [[[73, 10], [94, 10], [94, 40], [73, 40]]], [[[126, 8], [150, 8], [150, 40], [126, 40]]], [[[77, 265], [100, 265], [100, 297], [77, 297]]], [[[130, 267], [158, 267], [158, 295], [130, 295]]]]|,86,62
10832,No,|['O', 'g', 'g', 'O', '4', '9']|,|[76.14020538330078, 58.482887268066406, 58.482887268066406, 76.14020538330078, 63.40061950683594, 88.28486633300781]|,|[[[[12, 45], [12, 17], [37, 17], [37, 45]]], [[[71, 13], [94, 13], [94, 47], [71, 47]]], [[[71, 13], [94, 13], [94, 47], [71, 47]]], [[[12, 45], [12, 17], [37, 17], [37, 45]]], [[[69, 280], [90, 280], [90, 299], [69, 299]]], [[[128, 272], [148, 272], [148, 304], [128, 304]]]]|,0,49
10833,No,|['O', 'F', '8', '6', '7']|,|[79.39732360839844, 48.203773498535156, 98.0718765258789, 96.17094421386719, 70.39571380615234]|,|[[[[6, 17], [30, 17], [30, 40], [6, 40]]], [[[56, 24], [81, 23], [81, 37], [56, 39]]], [[[118, 20], [140, 20], [140, 49], [118, 49]]], [[[63, 280], [81, 280], [81, 303], [63, 303]]], [[[114, 278], [136, 278], [138, 306], [116, 306]]]]|,8,67
10834,No,|['8', 'g', '8', '8', 'g', '8']|,|[85.55348205566406, 95.12848663330078, 95.81346130371094, 85.55348205566406, 95.12848663330078, 95.81346130371094]|,|[[[[71, 17], [88, 17], [88, 41], [71, 41]]], [[[124, 20], [144, 20], [144, 43], [124, 43]]], [[[72, 272], [90, 272], [90, 297], [72, 297]]], [[[71, 17], [88, 17], [88, 41], [71, 41]]], [[[124, 20], [144, 20], [144, 43], [124, 43]]], [[[72, 272], [90, 272], [90, 297], [72, 297]]]]|,80,80
10835,No,|['O', 'O', 'O', '6', '5']|,|[68.16239166259766, 68.16239166259766, 72.67008209228516, 98.63774871826172, 98.93897247314453]|,|[[[[66, 20], [88, 20], [88, 46], [66, 46]]], [[[66, 20], [88, 20], [88, 46], [66, 46]]], [[[17, 269], [50, 269], [50, 299], [17, 299]]], [[[72, 269], [96, 269], [96, 299], [72, 299]]], [[[122, 267], [148, 267], [148, 297], [122, 297]]]]|,0,65
10836,No,|['a', '6', '6', '2']|,|[54.9781379699707, 98.22296142578125, 98.09495544433594, 66.14566040039062]|,|[[[[69, 18], [88, 18], [88, 47], [69, 47]]], [[[126, 13], [148, 13], [148, 46], [126, 46]]], [[[72, 265], [94, 265], [94, 301], [72, 301]]], [[[124, 269], [148, 269], [148, 308], [124, 308]]]]|,6,62
10837,No,|['3', '3', '5', '3']|,|[97.77621459960938, 96.17256164550781, 99.02193450927734, 97.77621459960938]|,|[[[[64, 272], [94, 272], [94, 310], [64, 310]]], [[[59, 13], [90, 13], [90, 48], [59, 48]]], [[[116, 17], [138, 15], [140, 51], [118, 52]]], [[[64, 272], [94, 272], [94, 310], [64, 310]]]]|,35,30
10838,No,|['4', 'G', '4', 'G']|,|[54.644248962402344, 60.838531494140625, 54.644248962402344, 60.838531494140625]|,|[[[[113, 10], [137, 12], [134, 41], [110, 39]]], [[[115, 268], [135, 267], [137, 303], [116, 303]]], [[[112, 11], [136, 11], [134, 40], [112, 40]]], [[[116, 269], [134, 267], [136, 303], [116, 303]]]]|,4,0
10839,No,|['8', '8']|,|[94.09142303466797, 94.09142303466797]|,|[[[[63, 265], [96, 265], [96, 308], [63, 308]]], [[[63, 265], [96, 265], [96, 308], [63, 308]]]]|,0,80
10840,No,|['6', 'a', '5', '6']|,|[96.424072265625, 88.6158218383789, 97.63610076904297, 96.424072265625]|,|[[[[62, 265], [88, 265], [88, 299], [62, 299]]], [[[62, 7], [88, 6], [90, 40], [63, 41]]], [[[112, 7], [144, 6], [146, 40], [114, 41]]], [[[62, 265], [88, 265], [88, 299], [62, 299]]]]|,5,60
10841,No,|['O', 'F', '6']|,|[88.21862030029297, 50.613529205322266, 60.54539489746094]|,|[[[[15, 11], [42, 11], [42, 43], [15, 43]]], [[[66, 20], [92, 20], [94, 40], [66, 41]]], [[[124, 8], [144, 8], [144, 47], [124, 47]]]]|,6,0
10842,No,|['6', '6', 'S', 'G']|,|[95.40150451660156, 95.40150451660156, 47.49085998535156, 92.84761810302734]|,|[[[[69, 11], [85, 11], [85, 46], [69, 46]]], [[[69, 11], [85, 11], [85, 46], [69, 46]]], [[[69, 272], [96, 272], [96, 303], [69, 303]]], [[[124, 267], [146, 267], [146, 306], [124, 306]]]]|,60,0
10843,No,|['6', '9', 'D', 'Y', '6', '9', 'D', 'Y']|,|[87.51893615722656, 92.81339263916016, 55.27476501464844, 77.37208557128906, 87.51893615722656, 92.81339263916016, 55.27476501464844, 77.37208557128906]|,|[[[[60, 15], [76, 15], [76, 40], [60, 40]]], [[[116, 15], [138, 15], [138, 46], [116, 46]]], [[[4, 274], [27, 274], [27, 301], [4, 301]]], [[[108, 267], [136, 267], [136, 303], [108, 303]]], [[[60, 15], [76, 15], [76, 40], [60, 40]]], [[[116, 15], [138, 15], [138, 46], [116, 46]]], [[[4, 274], [27, 274], [27, 301], [4, 301]]], [[[108, 267], [136, 267], [136, 303], [108, 303]]]]|,69,0
10844,No,|['7', 't', 'o']|,|[62.1410026550293, 85.66038513183594, 56.67713928222656]|,|[[[[68, 11], [98, 11], [98, 49], [68, 49]]], [[[118, 7], [150, 7], [152, 53], [120, 54]]], [[[19, 269], [40, 270], [38, 310], [18, 308]]]]|,70,0
